airport,country_code,latitude,longitude
fasx,za,-34.04820,20.47460
szk,za,-24.96090,31.58870
fatf,za,-28.26000,22.99320
fatp,za,-29.03290,26.15760
fatt,za,-26.77660,29.33880
lta,za,-23.82440,30.32930
uld,za,-28.32060,31.41650
utn,za,-28.39910,21.26020
utt,za,-31.54636,28.67336
vru,za,-26.98240,24.72880
vir,za,-29.77060,31.05840
favr,za,-31.64100,18.54480
favv,za,-26.56640,27.96080
pry,za,-25.65390,28.22420
fawi,za,-25.83230,29.19200
fawk,za,-25.83000,28.22250
wel,za,-27.99682,26.66333
fayp,za,-33.90020,18.49830
fazr,za,-25.59900,26.04230
frw,bw,-21.15960,27.47450
jwa,bw,-24.60230,24.69100
bbk,bw,-17.83290,25.16240
mub,bw,-19.97260,23.43110
gbe,bw,-24.55520,25.91820
pkw,bw,-22.05830,27.82880
bzv,cg,-4.25170,15.25300
ftx,cd,-0.53135,15.95010
oue,cd,1.61599,16.03790
pnr,cg,-4.81603,11.88660
mts,sz,-26.52900,31.30750
bgf,cf,4.39848,18.51880
bbt,cf,4.22158,15.78640
bsg,gq,1.90547,9.80568
ssg,gq,3.75527,8.70872
asi,sh,-7.96960,-14.39370
mru,mu,-20.43020,57.68360
rrg,mu,-19.75770,63.36100
fjdg,io,-7.31327,72.41110
tkc,cm,4.08919,9.36053
dla,cm,4.00608,9.71948
mvr,cm,10.45140,14.25740
fom,cm,5.63692,10.75080
nge,cm,7.35701,13.55920
gou,cm,9.33589,13.37010
bfx,cm,5.53692,10.35460
bpc,cm,6.03924,10.12260
yao,cm,3.83604,11.52350
flke,zm,-12.57280,27.89390
lvi,zm,-17.82180,25.82270
lun,zm,-15.33080,28.45260
mfu,zm,-13.25890,31.93660
flmg,zm,-15.25450,23.16230
nla,zm,-12.99810,28.66490
kiw,zm,-12.90050,28.14990
hah,km,-11.53370,43.27190
nwa,km,-12.29810,43.76640
ajn,km,-12.13170,44.43030
dza,yt,-12.80470,45.28110
tnr,mg,-18.79690,47.47880
zva,mg,-19.56280,45.45080
sms,mg,-17.09390,49.81580
tmm,mg,-18.10950,49.39250
moq,mg,-20.28470,44.31760
die,mg,-12.34940,49.29170
wmr,mg,-16.16390,49.77380
zwa,mg,-14.65170,49.62060
amb,mg,-13.18840,48.98800
anm,mg,-14.99940,50.32020
hva,mg,-14.62970,47.76380
mjn,mg,-15.66684,46.35123
nos,mg,-13.31210,48.31480
bpy,mg,-16.74453,44.48248
wmn,mg,-15.43670,49.68830
svb,mg,-14.27860,50.17470
voh,mg,-13.37580,50.00280
wai,mg,-14.89880,47.99390
iva,mg,-13.48482,48.63270
ftu,mg,-25.03810,46.95610
wfi,mg,-21.44160,47.11170
rva,mg,-22.80530,47.82060
wvk,mg,-22.11970,48.02170
mnj,mg,-21.20180,48.35830
mxm,mg,-21.75390,43.37550
tle,mg,-23.38340,43.72850
ssy,ao,-6.26990,14.24700
bug,ao,-12.60900,13.40370
cab,ao,-5.59699,12.18840
nov,ao,-12.80890,15.76050
svp,ao,-12.40460,16.94740
fnlb,ao,-12.37120,13.53660
lad,ao,-8.85837,13.23120
meg,ao,-9.52509,16.31240
spp,ao,-14.65760,17.71980
gxg,ao,-7.75451,15.28770
pbn,ao,-10.72200,13.76550
vhc,ao,-9.68907,20.43190
sza,ao,-6.14109,12.37180
sdd,ao,-14.92470,13.57500
luo,ao,-11.76810,19.89770
ugo,ao,-7.60307,15.02780
xgn,ao,-16.75540,14.96530
oye,ga,1.54311,11.58140
okn,ga,-0.66521,13.67310
lbq,ga,-0.70439,10.24570
bmm,ga,2.07564,11.49320
pog,ga,-0.71174,8.75438
omb,ga,-1.57473,9.26269
mku,ga,0.57921,12.89090
lbv,ga,0.45860,9.41228
mvb,ga,-1.65616,13.43800
bew,mz,-19.79640,34.90760
inh,mz,-23.87640,35.40850
vxc,mz,-13.27400,35.26630
fqlu,mz,-15.03310,40.67170
mpm,mz,-25.92080,32.57260
fqmd,mz,-11.67290,39.56310
mzb,mz,-11.36180,40.35490
fqmr,mz,-13.22510,37.55210
mnc,mz,-14.48820,40.71220
apl,mz,-15.10560,39.28180
pol,mz,-12.99176,40.52401
uel,mz,-17.85550,36.86910
fqsg,mz,-15.60270,32.77320
tet,mz,-16.10480,33.64020
fqug,mz,-14.70460,34.35240
vnx,mz,-22.01840,35.31330
fsal,sc,-7.00478,52.72620
des,sc,-5.69670,53.65580
fsfa,sc,-10.10960,51.17610
sez,sc,-4.67434,55.52180
pri,sc,-4.31929,55.69140
fssc,sc,-7.13457,56.27820
aeh,td,13.84700,20.84430
mqq,td,8.62441,16.07140
ndj,td,12.13370,15.03400
fyt,td,17.91710,19.11110
buq,zw,-20.01740,28.61790
fvcp,zw,-17.75160,30.92470
bfo,zw,-21.00810,31.57860
vfa,zw,-18.09590,25.83900
hre,zw,-17.93180,31.09280
kab,zw,-16.51980,28.88500
fvmt,zw,-17.43190,32.18450
fvmu,zw,-18.99750,32.62720
mvz,zw,-20.05530,30.85910
fvsh,zw,-20.28950,30.08820
gwe,zw,-19.43640,29.86190
wkm,zw,-18.62990,27.02100
blz,mw,-15.67910,34.97400
kgj,mw,-9.95357,33.89300
fwkg,mw,-13.01460,33.46860
llw,mw,-13.78940,33.78100
zzu,mw,-11.44470,34.01180
msu,ls,-29.46230,27.55250
fxmu,ls,-29.30410,27.50350
fih,cd,-4.38575,15.44460
nlo,cd,-4.32666,15.32750
mnb,cd,-5.93086,12.35180
fzai,cd,-5.91806,12.44770
fdu,cd,-3.31132,17.38170
kkw,cd,-5.03577,18.78560
mdk,cd,0.02260,18.28870
bdt,cd,4.25321,20.97530
gma,cd,3.23537,19.77130
fzfp,cd,4.15764,21.65090
liq,cd,2.17066,21.49690
fki,cd,0.48164,25.33800
irp,cd,2.82761,27.58830
bux,cd,1.56572,30.22080
fzkj,cd,2.81835,24.79370
bky,cd,-2.30898,28.80880
gom,cd,-1.67081,29.23850
knd,cd,-2.91918,25.91540
fbm,cd,-11.59130,27.53090
kwz,cd,-10.76590,25.50570
fmi,cd,-5.87556,29.25000
kmn,cd,-8.64202,25.25290
kga,cd,-5.90005,22.46920
mjm,cd,-6.12124,23.56900
bko,ml,12.53350,-7.94994
gaq,ml,16.24840,-0.00546
kys,ml,14.48120,-11.40440
mzi,ml,14.51280,-4.07956
tom,ml,16.73050,-3.00758
gats,ml,20.24300,0.97731
bjl,gm,13.33800,-16.65220
fue,es,28.45270,-13.86380
vde,es,27.81480,-17.88710
spc,es,28.62650,-17.75560
lpa,es,27.93190,-15.38660
ace,es,28.94550,-13.60520
tfs,es,28.04450,-16.57250
tfn,es,28.48270,-16.34150
mln,es,35.27980,-2.95626
fna,sl,8.61644,-13.19550
ggcf,gw,11.28790,-15.18050
mlw,lr,6.28906,-10.75870
rob,lr,6.23379,-10.36230
aga,ma,30.32500,-9.41307
tta,ma,28.44820,-11.16130
fez,ma,33.92730,-4.97796
gmfi,ma,33.50530,-5.15290
erh,ma,31.94750,-4.39833
mek,ma,33.87910,-5.51512
oud,ma,34.78720,-1.92399
gmmb,ma,33.65540,-7.22145
rba,ma,34.05150,-6.75152
cmn,ma,33.36750,-7.58997
rak,ma,31.60690,-8.03630
nna,ma,34.29890,-6.59588
ozz,ma,30.93910,-6.90943
ahu,ma,35.17710,-3.83952
ttu,ma,35.59430,-5.32002
tng,ma,35.72690,-5.91689
zig,sn,12.55560,-16.28180
csk,sn,12.41020,-16.74610
klc,sn,14.14690,-16.05130
dkr,sn,14.73970,-17.49020
xls,sn,16.05080,-16.46320
bxe,sn,14.84730,-12.46830
kgg,sn,12.57230,-12.22030
tud,sn,13.73680,-13.65310
ieo,mr,16.71130,-9.63788
tiy,mr,18.57010,-11.42350
kfa,mr,16.59000,-11.40620
emn,mr,16.62200,-7.31660
ked,mr,16.15950,-13.50760
nkc,mr,18.09820,-15.94850
sey,mr,15.17970,-12.20730
atr,mr,20.50680,-13.04320
ndb,mr,20.93310,-17.03000
gqpt,mr,25.23670,-11.58870
fig,gn,10.35060,-13.56920
faa,gn,10.03550,-10.76980
lek,gn,11.32610,-12.28680
sid,cv,16.74140,-22.94940
bvc,cv,16.13650,-22.88890
mmo,cv,15.15590,-23.21370
sne,cv,16.58840,-24.28470
vxe,cv,16.83320,-25.05530
add,et,8.97789,38.79930
haal,et,9.00369,38.72550
amh,et,6.03939,37.59050
axu,et,14.14680,38.77280
bjr,et,11.60810,37.32160
dir,et,9.62470,41.85420
gmb,et,8.12876,34.56310
gdq,et,12.51990,37.43400
jim,et,7.66609,36.81660
lli,et,11.97500,38.98000
mqx,et,13.46740,39.53350
aso,et,10.01850,34.58630
bjm,bi,-3.32402,29.31850
hga,so,9.51817,44.08880
bbo,so,10.38920,44.94110
kmu,so,-0.37735,42.45920
aly,eg,31.18390,29.94890
abs,eg,22.37600,31.61170
cai,eg,30.12190,31.40560
hecw,eg,30.11640,30.91540
hrg,eg,27.17830,33.79940
egr,eg,31.06856,34.12963
lxr,eg,25.67100,32.70660
muh,eg,31.32540,27.22170
psd,eg,31.27940,32.24000
skv,eg,28.68530,34.06250
asw,eg,23.96440,32.82000
elt,eg,28.20900,33.64550
edl,ke,0.40446,35.23890
hkkg,ke,0.27134,34.78730
kis,ke,-0.08614,34.72890
ktl,ke,0.97199,34.95860
lok,ke,3.12197,35.60870
lau,ke,-2.25242,40.91310
mba,ke,-4.03483,39.59420
hknv,ke,-0.78795,36.43350
wil,ke,-1.32172,36.81480
hkre,ke,-1.27727,36.86230
wjr,ke,1.73324,40.09160
hlfl,ly,28.79540,22.08090
hlgl,ly,28.63850,21.43800
ght,ly,25.14560,10.14260
akf,ly,24.17870,23.31400
ben,ly,32.09680,20.26950
seb,ly,26.98700,14.47250
tip,ly,32.66350,13.15900
hlmb,ly,30.37810,19.57640
hlnf,ly,30.50000,18.52720
hlon,ly,29.11010,15.96560
hlra,ly,29.47260,17.93490
ltd,ly,30.15170,9.71531
hlza,ly,28.58990,17.29390
gyi,rw,-1.67720,29.25890
kgl,rw,-1.96863,30.13950
kme,rw,-2.46224,28.90790
dog,sd,19.15390,30.43010
hsdz,sd,11.78590,34.33670
elf,sd,13.61490,25.32460
ksl,sd,15.38750,36.32880
hsli,sd,11.13800,29.70110
ebd,sd,13.15320,30.23270
jub,ss,4.87201,31.60110
mak,sd,9.55897,31.65220
krt,sd,15.58950,32.55320
ark,tz,-3.36779,36.63330
dar,tz,-6.87811,39.20260
dod,tz,-6.17044,35.75260
iri,tz,-7.66863,35.75210
jro,tz,-3.42941,37.07450
lky,tz,-3.37631,35.81830
myw,tz,-10.33910,40.18180
mwz,tz,-2.44449,32.93270
pma,tz,-5.25726,39.81140
tgt,tz,-5.09236,39.07120
znz,tz,-6.22202,39.22490
ebb,ug,0.04239,32.44350
srt,ug,1.72769,33.62280
tia,al,41.41470,19.72060
boj,bg,42.56960,27.51520
goz,bg,43.15140,25.71290
pdv,bg,42.06780,24.85080
sof,bg,42.69669,23.41144
lbsz,bg,42.37667,25.65500
var,bg,43.23210,27.82510
lca,cy,34.87510,33.62490
pfo,cy,34.71800,32.48570
akt,cy,34.59040,32.98790
dbv,hr,42.56140,18.26820
ldoc,hr,45.54278,18.63194
osi,hr,45.46270,18.81020
puy,hr,44.89350,13.92220
ldrg,hr,45.37950,14.50380
rjk,hr,45.21690,14.57030
spu,hr,43.53890,16.29800
ldva,hr,46.29465,16.38293
zag,hr,45.74290,16.06880
zad,hr,44.10830,15.34670
ldzu,hr,44.55760,15.77440
leab,es,38.94850,-1.86352
alc,es,38.28220,-0.55816
lei,es,36.84390,-2.37010
ovd,es,43.56360,-6.03462
odb,es,37.84200,-4.84888
bio,es,43.30110,-2.91061
bcn,es,41.29710,2.07846
bjz,es,38.89130,-6.82133
lcg,es,43.30210,-8.37726
lega,es,37.13320,-3.63569
gro,es,41.90100,2.76055
grx,es,37.18870,-3.77736
legt,es,40.29410,-3.72383
ibz,es,38.87290,1.37312
xry,es,36.74460,-6.06011
mjv,es,37.77500,-0.81239
mad,es,40.47193,-3.56264
agp,es,36.67490,-4.49911
mah,es,39.86260,4.21865
ozp,es,37.17490,-5.61594
leoc,es,39.93750,-3.50333
pna,es,42.77000,-1.64633
leri,es,37.95110,-1.23032
reu,es,41.14740,1.16717
lert,es,36.64520,-6.34946
slm,es,40.95210,-5.50199
lesb,es,39.59890,2.70278
lesl,es,39.86220,4.25833
eas,es,43.35650,-1.79061
scq,es,42.89630,-8.41514
leu,es,42.33860,1.40917
toj,es,40.49670,-3.44587
vlc,es,39.48930,-0.48162
vll,es,41.70610,-4.85194
vit,es,42.88280,-2.72447
vgo,es,42.23180,-8.62677
sdr,es,43.42710,-3.82001
zaz,es,41.66620,-1.04155
svq,es,37.41800,-5.89311
cqf,fr,50.96210,1.95476
lfag,fr,49.86850,3.02958
lfai,fr,48.59620,3.00679
lfao,fr,48.54580,-0.38744
lfaq,fr,49.97150,2.69766
ltq,fr,50.51740,1.62059
lfav,fr,50.32580,3.46126
lfay,fr,49.87300,2.38707
agf,fr,44.17470,0.59056
lfbc,fr,44.53330,-1.12500
bod,fr,44.82830,-0.71556
egc,fr,44.82530,0.51861
lfbf,fr,43.54560,1.36750
cng,fr,45.65830,-0.31750
pis,fr,46.58770,0.30667
mcu,fr,46.22260,2.36396
lig,fr,45.86280,1.17944
lfbm,fr,43.91170,-0.50750
nit,fr,46.31348,-0.39453
tls,fr,43.62910,1.36382
puf,fr,43.38000,-0.41861
lfbr,fr,43.44890,1.26333
lde,fr,43.17870,-0.00644
ang,fr,45.72920,0.22146
bve,fr,48.78000,5.98000
pgx,fr,45.19810,0.81556
biq,fr,43.46833,-1.53111
lfcc,fr,44.35140,1.47528
lfcg,fr,43.00780,1.10315
xac,fr,44.59640,-1.11083
lbi,fr,43.91390,2.11306
dcm,fr,43.55630,2.28918
lfcl,fr,43.58610,1.49917
lfcm,fr,43.98930,3.18300
lfcq,fr,43.77110,2.01083
rdz,fr,44.40790,2.48267
lfcu,fr,45.53470,2.42389
lfcw,fr,44.39690,0.75889
ryn,fr,45.62810,-0.97250
lfcz,fr,44.14593,-1.16432
lfda,fr,43.70940,-0.24528
lfdb,fr,44.02570,1.37804
lfdh,fr,43.68780,0.60167
lfdi,fr,44.98250,-0.13472
lfdj,fr,43.09060,1.69583
lfdm,fr,44.49890,0.20051
rco,fr,45.88780,-0.98306
lfed,fr,48.05850,-2.92183
lfeh,fr,47.48056,2.39417
lfes,fr,48.05250,-3.66472
lffi,fr,47.40810,-1.17750
lffn,fr,48.42980,4.48222
cmr,fr,48.10990,7.35901
lfgf,fr,47.00590,4.89342
dle,fr,47.04269,5.43506
lfgk,fr,47.99220,3.39222
lfgw,fr,49.12240,5.46905
obs,fr,44.54420,4.37219
lpy,fr,45.08070,3.76289
lfhq,fr,45.07640,2.99361
xbk,fr,46.20090,5.29203
xvf,fr,45.91998,4.63493
xmu,fr,46.53460,3.42372
lfif,fr,43.82330,2.74528
lfig,fr,44.17780,2.51500
etz,fr,48.98210,6.25132
bia,fr,42.55270,9.48373
cly,fr,42.52444,8.79306
fsc,fr,41.50060,9.09778
aja,fr,41.92360,8.80292
lfko,fr,41.66060,8.88975
soz,fr,41.92440,9.40600
lfkt,fr,42.29360,9.19306
auf,fr,47.85020,3.49711
cmf,fr,45.63810,5.88023
cfe,fr,45.78670,3.16917
bou,fr,47.05810,2.37028
lfle,fr,45.56110,5.97576
xcd,fr,46.82610,4.81763
qnj,fr,46.19200,6.26839
lys,fr,45.72556,5.08111
qnx,fr,46.29510,4.79577
lfln,fr,46.41250,4.01326
rne,fr,46.05830,4.00139
ncy,fr,45.93083,6.10639
gnb,fr,45.36290,5.32937
lflt,fr,46.35250,2.57049
vaf,fr,44.92160,4.96990
vhy,fr,46.16970,3.40374
aur,fr,44.89140,2.42194
chr,fr,46.86028,1.72111
lyn,fr,45.72720,4.94427
qxb,fr,43.50560,5.36778
lfmc,fr,43.38470,6.38714
ceq,fr,43.54200,6.95348
ebu,fr,45.54060,4.29639
lfmi,fr,43.52270,4.92384
ccf,fr,43.21600,2.30632
mrs,fr,43.43927,5.22142
nce,fr,43.65840,7.21587
lfmo,fr,44.14050,4.86672
pgf,fr,42.74040,2.87067
ctt,fr,43.25250,5.78519
lfms,fr,44.06970,4.14212
mpl,fr,43.57620,3.96301
bzr,fr,43.32350,3.35390
avn,fr,43.90730,4.90183
lfmy,fr,43.60640,5.10925
lfmz,fr,43.17580,2.73417
men,fr,44.50210,3.53282
lfnh,fr,44.02980,5.07806
lfoa,fr,47.05330,2.63250
bva,fr,49.45440,2.11278
lfoc,fr,48.05810,1.37662
lfod,fr,47.25680,-0.11514
lfoe,fr,49.02870,1.21986
leh,fr,49.53390,0.08806
lfoi,fr,50.14350,1.83189
ore,fr,47.98780,1.76056
xcr,fr,48.77610,4.18449
uro,fr,49.38420,1.17480
tuf,fr,47.43220,0.72761
cet,fr,47.08210,-0.87706
lva,fr,48.03140,-0.74299
lfoz,fr,47.89690,2.16333
lbg,fr,48.96940,2.44139
csf,fr,49.25350,2.51914
cdg,fr,49.01280,2.55000
lfpk,fr,48.83770,3.01612
lfpm,fr,48.60470,2.67112
tnf,fr,48.75190,2.10619
ory,fr,48.72333,2.37944
pox,fr,49.09667,2.04083
lfpv,fr,48.77417,2.19167
lfqa,fr,49.20870,4.15658
qyr,fr,48.32210,4.01670
lfqc,fr,48.59330,6.54346
lfqe,fr,49.22690,5.67222
lfqf,fr,46.96730,4.26057
nvs,fr,47.00260,3.11333
lfqi,fr,50.22180,3.15424
lfqj,fr,50.31050,4.03312
lfqm,fr,47.20660,6.08368
lfqp,fr,48.76806,7.20500
lil,fr,50.56333,3.08689
lfqt,fr,50.61840,2.64224
lfqv,fr,49.78390,4.64708
lfqw,fr,47.63760,6.20392
bes,fr,48.44790,-4.41854
cer,fr,49.65010,-1.47028
dnr,fr,48.58770,-2.07996
lfre,fr,47.28940,-2.34639
gfr,fr,48.88310,-1.56417
dol,fr,49.36530,0.15431
lrt,fr,47.76060,-3.44000
edm,fr,46.70190,-1.37863
lfrj,fr,48.53030,-4.15164
cfr,fr,49.17330,-0.45000
lfrl,fr,48.28170,-4.44502
lme,fr,47.94860,0.20167
rns,fr,48.06950,-1.73479
lai,fr,48.75440,-3.47166
uip,fr,47.97500,-4.16779
nte,fr,47.15320,-1.61073
sbk,fr,48.53780,-2.85444
mxn,fr,48.60320,-3.81578
vne,fr,47.72330,-2.71856
snr,fr,47.31056,-2.15667
bsl,fr,47.59000,7.52917
lfsc,fr,47.92200,7.39967
dij,fr,47.26890,5.09000
mzm,fr,49.07170,6.13167
epl,fr,48.32500,6.06998
lfsh,fr,48.79430,7.81761
lfsi,fr,48.63600,4.89942
lfsm,fr,47.48700,6.79054
enc,fr,48.69210,6.23046
lfso,fr,48.58310,5.95500
lfsp,fr,46.90400,6.32737
rhe,fr,49.31000,4.05000
sxb,fr,48.53830,7.62823
lfsx,fr,47.78306,6.36417
lftf,fr,43.24780,6.12670
tln,fr,43.09730,6.14603
fni,fr,43.75740,4.41635
mqc,pm,47.09550,-56.38030
fsp,pm,46.76290,-56.17310
lfxa,fr,45.98730,5.32844
lfyd,fr,48.08630,5.66406
pyr,gr,37.92070,21.29260
agq,gr,38.60200,21.35120
axd,gr,40.85590,25.95630
lgax,gr,40.65110,22.48870
vol,gr,39.21960,22.79430
lgel,gr,38.06380,23.55600
jkh,gr,38.34320,26.14060
ioa,gr,39.69640,20.82250
her,gr,35.33970,25.18030
kso,gr,40.44630,21.28220
kit,gr,36.27430,23.01700
efl,gr,38.12010,20.50050
klx,gr,37.06830,22.02550
lgkm,gr,40.97280,24.34140
kgs,gr,36.79330,27.09170
aok,gr,35.42140,27.14600
cfu,gr,39.60190,19.91170
ksj,gr,35.42140,26.91000
kva,gr,40.91330,24.61920
kzi,gr,40.28610,21.84080
lrs,gr,37.18490,26.80030
lxs,gr,39.91710,25.23630
lra,gr,39.65025,22.46550
lgmg,gr,37.98110,23.36540
jmk,gr,37.43510,25.34810
mjt,gr,39.05670,26.59830
pvk,gr,38.92550,20.76530
lgrd,gr,36.38310,28.10890
rho,gr,36.40540,28.08620
gpa,gr,38.15110,21.42560
chq,gr,35.53170,24.14970
jsi,gr,39.17710,23.50370
smi,gr,37.69000,26.91170
lgsp,gr,36.97390,22.52630
jtr,gr,36.39920,25.47930
jsh,gr,35.21610,26.10130
lgsv,gr,39.48000,22.76720
sku,gr,38.96760,24.48720
lgtg,gr,38.33980,23.56500
lgtl,gr,35.19200,25.32700
lgtp,gr,37.53060,22.40360
skg,gr,40.51970,22.97090
lgtt,gr,38.10890,23.78380
zth,gr,37.75090,20.88430
bud,hu,47.43690,19.25560
deb,hu,47.48890,21.61530
lhke,hu,46.91750,19.74920
lhny,hu,47.98390,21.69230
lhoy,hu,46.30390,18.76920
lhsa,hu,47.07790,17.96840
lhsn,hu,47.12290,20.23550
liba,it,41.54140,15.71810
crv,it,38.99720,17.08020
bri,it,41.13890,16.76060
fog,it,41.43290,15.53500
tar,it,40.51750,17.40320
lcc,it,40.23920,18.13330
psr,it,42.43170,14.18110
bds,it,40.65760,17.94700
libv,it,40.76780,16.93330
suf,it,38.90540,16.24230
cta,it,37.46680,15.06640
lmp,it,35.49790,12.61810
pnl,it,36.81650,11.96890
pmo,it,38.17600,13.09100
licp,it,38.11080,13.31330
reg,it,38.07120,15.65160
tps,it,37.91140,12.48800
nsy,it,37.40170,14.92240
aho,it,40.63210,8.29077
dci,it,39.35420,8.97248
cag,it,39.25150,9.05428
olb,it,40.89870,9.51763
ttb,it,39.91880,9.68298
lima,it,45.08640,7.60337
limb,it,45.54220,9.20333
mxp,it,45.63060,8.72811
bgy,it,45.67390,9.70417
trn,it,45.20080,7.64963
all,it,44.05060,8.12743
goa,it,44.41330,8.83750
lin,it,45.44510,9.27674
limn,it,45.52960,8.66922
pmf,it,44.82450,10.29640
qpz,it,44.91310,9.72332
cuf,it,44.54700,7.62322
avb,it,46.03190,12.59650
bzo,it,46.46020,11.32640
lipc,it,44.22420,12.30720
blq,it,44.53540,11.28870
tsf,it,45.64840,12.19440
lipi,it,45.97870,13.04930
frl,it,44.19480,12.07010
lipl,it,45.43220,10.26770
lipn,it,45.47200,10.92790
vbs,it,45.42890,10.33060
trs,it,45.82750,13.47220
rmi,it,44.02030,12.61170
lips,it,45.68490,12.08290
vic,it,45.57340,11.52950
qpa,it,45.39580,11.84790
vrn,it,45.39570,10.88850
vce,it,45.50530,12.35190
say,it,43.25630,11.25500
cia,it,41.79940,12.59490
lire,it,41.65450,12.44520
fco,it,41.80028,12.23889
lirg,it,41.99030,12.74080
eba,it,42.76030,10.23940
qlt,it,41.54240,12.90900
lirm,it,41.06080,14.08190
nap,it,40.88600,14.29080
psa,it,43.68390,10.39270
flr,it,43.81000,11.20510
grs,it,42.75970,11.07190
liru,it,41.95190,12.49890
lirv,it,42.43020,12.06420
peg,it,43.09590,12.51320
ljce,si,45.90000,15.53020
lju,si,46.22370,14.45760
mbx,si,46.47990,15.68610
pow,si,45.47340,13.61500
ljsg,si,46.47200,15.11700
lkcs,cz,48.94640,14.42750
lkcv,cz,49.93970,15.38180
lkhk,cz,50.25320,15.84520
lkhv,cz,49.84810,13.89350
lkkb,cz,50.12140,14.54360
lkku,cz,49.02940,17.43970
klv,cz,50.20300,12.91500
lkln,cz,49.67520,13.27460
lkmh,cz,50.54020,15.00660
osr,cz,49.69630,18.11110
lkna,cz,49.16580,16.12490
ped,cz,50.01340,15.73860
lkpm,cz,49.72010,14.10060
prv,cz,49.42580,17.40470
prg,cz,50.10080,14.26000
brq,cz,49.15130,16.69440
lkvo,cz,50.21660,14.39580
tlv,il,32.01140,34.88670
bev,il,31.28700,34.72300
llek,il,31.83950,34.82180
lles,il,32.44080,35.00770
eth,il,29.56130,34.96010
lley,il,30.62170,35.20330
hfa,il,32.80940,35.04310
llhs,il,31.76250,34.72720
rpn,il,32.98100,35.57190
llmg,il,32.59730,35.22880
llmz,il,31.32820,35.38860
llnv,il,31.20830,35.01230
vda,il,29.94030,34.93580
llrd,il,32.66510,35.17950
llrm,il,30.77610,34.66670
sdv,il,32.11470,34.78220
mla,mt,35.85750,14.47750
loan,at,47.84330,16.26010
lolw,at,48.18330,14.04090
grz,at,46.99110,15.43960
inn,at,47.26020,11.34400
lnz,at,48.23320,14.18750
szg,at,47.79330,13.00430
vie,at,48.11030,16.56970
loxz,at,47.20280,14.74420
lpar,pt,38.88330,-9.03010
sma,pt,36.97140,-25.17060
bgc,pt,41.85780,-6.70713
lpbj,pt,38.07890,-7.93240
lpbr,pt,41.58710,-8.44514
lpco,pt,40.15876,-8.47081
lpcs,pt,38.72500,-9.35523
lpcv,pt,40.26480,-7.47996
lpev,pt,38.53350,-7.88964
flw,pt,39.45530,-31.13140
fao,pt,37.01440,-7.96591
grw,pt,39.09220,-28.02980
hor,pt,38.51990,-28.71590
ter,pt,38.76180,-27.09080
lpmr,pt,39.82833,-8.88750
lpmt,pt,38.70390,-9.03592
lpov,pt,40.91590,-8.64592
pdl,pt,37.74120,-25.69790
pix,pt,38.55430,-28.44130
lppm,pt,37.14930,-8.58396
opo,pt,41.24810,-8.68139
pxo,pt,33.07340,-16.35000
lis,pt,38.78130,-9.13592
sjz,pt,38.66550,-28.17580
lpst,pt,38.83110,-9.33955
lptn,pt,39.47510,-8.36458
vrl,pt,41.27430,-7.72047
lpvz,pt,40.72550,-7.88899
omo,ba,43.28290,17.84590
sjj,ba,43.82460,18.33150
arw,ro,46.17660,21.26200
bcm,ro,46.52190,26.91030
bay,ro,47.65840,23.47000
bbu,ro,44.50320,26.10210
cnd,ro,44.36220,28.48830
clj,ro,46.78520,23.68620
csb,ro,45.42000,22.25330
cra,ro,44.31810,23.88860
ias,ro,47.17850,27.62060
omr,ro,47.02530,21.90250
otp,ro,44.57111,26.08500
sbz,ro,45.78560,24.09130
suj,ro,47.70330,22.88570
scv,ro,47.68750,26.35410
tce,ro,45.06250,28.71430
tgm,ro,46.46770,24.41250
tsr,ro,45.80990,21.33790
lsgc,ch,47.08390,6.79284
gva,ch,46.23810,6.10895
lsgk,ch,46.48750,7.25083
sir,ch,46.21960,7.32676
lsma,ch,46.94390,8.28417
lsmd,ch,47.39860,8.64823
eml,ch,47.09244,8.30518
lsmf,ch,47.07890,9.06483
lsmm,ch,46.74330,8.11000
lsmp,ch,46.84320,6.91506
lug,ch,46.00430,8.91058
brn,ch,46.91410,7.49715
lszg,ch,47.18160,7.41719
zrh,ch,47.46470,8.54917
ach,ch,47.48500,9.56077
smv,ch,46.53410,9.88411
ltab,tr,39.93500,32.74080
esb,tr,40.12810,32.99510
ank,tr,39.94980,32.68860
ltae,tr,40.07890,32.56560
ada,tr,36.98220,35.28040
uab,tr,37.00210,35.42590
afy,tr,38.72640,30.60110
ayt,tr,36.89870,30.80050
gzt,tr,36.94720,37.47870
ltak,tr,36.57446,36.15342
kya,tr,37.97900,32.56190
mlx,tr,38.35370,38.25390
mzh,tr,40.82940,35.52200
vas,tr,39.81380,36.90350
ltat,tr,38.43530,38.09100
asr,tr,38.77040,35.49540
ltav,tr,39.45150,31.36530
ltaw,tr,40.30743,36.36741
dnz,tr,37.78560,29.70130
ist,tr,40.97690,28.81460
bzi,tr,39.61930,27.92600
bdm,tr,40.31800,27.97770
esk,tr,39.78410,30.58210
adb,tr,38.29240,27.15700
ltbk,tr,38.31910,27.15940
igl,tr,38.51300,27.01010
ltbm,tr,37.78512,30.59002
ltbn,tr,39.42670,30.01690
ltbp,tr,40.68440,29.37570
ltbq,tr,40.73500,30.08330
dlm,tr,36.71310,28.79250
ltbt,tr,38.80890,27.83390
bxn,tr,37.14010,27.66970
ltbx,tr,40.99300,29.21650
ezs,tr,38.60690,39.29140
